,Date,Year,Time,Crash_location,Organisation,Flight_num,Route,Ac_type,Ground_fatalities_num,Summary,Month,Crash_location_country,Crash_location_ISO,Crash_location_city,Crash_location_city_longitude,Crash_location_city_latitude,Total onboard,Passengers onboard,Crew onboard,Onboard deaths,Passengers dead,Crew dead,all deaths,Total survivors,Passengers survivors,Crew survivors
4748,05,2016,1238,"Dubai, United Arab Emirates",Emirates,521,"Thiruvanthapuram, India - Dubai, UAE",Boeing 777-31H,1,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire.",August,United Arab Emirates,AE,Dubai,25.07725,55.30927,300,282,18,0,0,0,1,300,282,18
4749,10,1989,12:09,"Dryden, Ontario, Canada",Air Ontario,1363,Dryden - Winnipeg,Fokker F-28 Fellowship 1000,0,"While flying from Thunder Bay, Ontario to Winnipeg, Manitoba, the plane crashed on take-off from Dryden, Ontario. The aircraft failed to gain altitude, settled back down on the runway and then took off for a second time clipping the tops of  trees, causing debris to clog the engines leading to the plane crashing. The aircraft was being refueled with one engine running because of an unserviceable APU. Since no external power unit was available at the airport the engine could not be shut down and deicing could not be performed. The captain's decision to take off  in deteriorating weather conditions with an accumulation of snow and ice on the wings.  Decision not to de-ice the plane before taking off. The failure of the Canadian air transport system in placing the crew in a situation where they did not have the resources to make a proper decision.",March,Canada,CA,Dryden,49.78334,-92.75032,69,65,4,24,21,3,24,45,44,1
4750,06,1930,09:45,"Dresden, Germany",Deutsche Lufthansa,1363,Berlin - Vienna,Messerschmitt M-20B,0,Crashed into hill while attempting to land after running into a strong gust of wind..,October,Germany,DE,Dresden,51.05089,13.73832,8,6,2,8,6,2,8,0,0,0
4752,09,1966,20:20,"Dowagiac, Michigan",Warsaw Aviation - Taxi,1363,Drayton - Multa,Piper PA-32,0,Crashed after flying into adverse weather. VFR flight into adverse weather conditions. No night or instrument flight experience. Spatial disorientation.,October,Michigan,US,Dowagiac,41.98421,-86.10862,6,5,1,6,5,1,6,0,0,0
4753,01,1982,22:05,"Douglassville, Pennsylvania",Air Taxi - Basco Flying Service Inc.,1363,"Philadelphia, PA - Pottstown, PA",Piper PA-32-260,0,The pilot made an approach at Douglassville to the missed approach point where the pilot lost sight of the beacon. He began to make a missed approach. When the pilot advanced the throttle no increased engine noise was heard. The plane continued to lose speed until it crashed into trees at 440 Ft. MSL. For reasons undetermined.,December,Pennsylvania,US,Douglas,31.50881,-82.84987,5,4,1,3,3,0,3,2,1,1
4754,04,1962,c 18:20,"Douala, Cameroon",Caledonian Airways,153,Douala - Lisboa,Douglas DC-7C,0,The aircraft had a unusually long take-off run and appeared to gain altitude with difficulty. One and one-half miles from the runway the aircraft struck trees and crashed into a tidal swamp and burst into flames.  A jammed right elevator spring tab caused the crew to lose of control of the aircraft.,March,Cameroon,CM,Douala,4.04827,9.70428,111,101,10,111,101,10,111,0,0,0
4755,13,1961,c 18:20,"Douala, Cameroon",Air Cameroon,153,Douala - Lisboa,Douglas DC-4,0,Crashed on takeoff.,June,Cameroon,CM,Douala,4.04827,9.70428,5,3,2,5,3,2,5,0,0,0
4756,30,1984,c 18:20,"Douala, Cameroon",Cameroon Airlines,786,Douala - Yaounde,Boeing B-737-2H7C,0,"When taxing tin preperation to takeoff, a compressor disc in the No.2 engine failed. Debris punctured the wing and fuel tank causing an uncontrollable fire that destroyed the aircraft.",August,Cameroon,CM,Douala,4.04827,9.70428,116,109,7,2,2,0,2,114,107,7
4757,15,1985,c 18:20,"Dothan, Alabama",Military - U.S. Air Force,786,Test flight,Convair CV-340,0,Crashed during a test flight.,November,Alabama,US,Dothan,31.22323,-85.39049,4,0,4,4,0,4,4,0,0,0
4758,24,1996,10:05,"Dorchester, New Hampshire",Aircraft Charter Group Inc,786,"Bridgeport, CT - Lebanon, NH",Learjet 35A,0,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach",December,New Hampshire,US,Hampshire,42.0978,-88.53036,2,0,2,2,0,2,2,0,0,0
4759,13,2013,18:09,"Donetsk, Ukraine",South Airlines,8971,Odessa - Donetsk,Antonov AN-24RV,0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.",February,Ukraine,UA,Donetsk,48.023,37.80224,45,41,4,5,5,0,5,40,36,4
4764,18,1986,08:30,"Djibouti, Djibouti",Military - French Naval Aviation,21,Saigon - Da Lat,Dassault Breguet Atlantique,0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.,May,Djibouti,DJ,Djibouti,11.58901,43.14503,19,14,5,19,14,5,19,0,0,0
4765,03,1982,07:30,"Djibouti, Djbouti",Military - French Air Force,21,Saigon - Da Lat,Nord 2501 Noratlas,0,Crashed into a mountain before a planned paratroop drop.,February,Djibouti,DJ,Djibouti,11.58901,43.14503,35,30,5,35,30,5,35,0,0,0
4771,13,1954,09:26,"Dien Bien Phu, South Vietnam",Aigle Azur,350,Dillingham - King Salmon,C-46,0,Shot down.,March,Vietnam,VN,Dien Bien Phu,21.38602,103.02301,10,9,1,10,9,1,10,0,0,0
4773,28,1948,10:50,"Diablo Mts., California",Airline Transport Carriers,350,Burbank - Oakland,Douglas DC-3 (C-47B-DK),0,"The crew took the wrong plane which was scheduled for maintenance.  An in-flight fire caused the engine and then wing to separate from the aircraft and crash out of control. Tests showed a fuel pump was broken in the left engine and would spray gasoline out where it could be ignited by the exhaust. The failure of the left wing in flight as a result of damage by fire which had its source in a defective left engine driven fuel pump.The crash became the impetus for the Woody Guthrie song ""Deportee.""",January,California,US,California,38.3004,-76.50745,32,29,3,32,29,3,32,0,0,0
4774,02,1970,10:50,"Dhaka, Bangladesh",Cargolux,350,Burbank - Oakland,Canadair CL-44J,0,The cargo plane crashed while attempting to land. Malfunction of the hydraulic system caused the controls to lock.,December,Bangladesh,BD,Dhaka,23.7104,90.40744,4,0,4,4,0,4,4,0,0,0
4776,02,1999,19:15,"Dhahran, Saudi Arabia",Aramco Associated Company,350,Agartala - Dhaka,Bell 214ST helicopter,0,"The helicopter, crashed into the water shortly after liftoff from the 88 foot tall helideck located 35 miles offshore. The landing was soft and gentle but the helicopter rolled over inverted in the water.",October,Saudi Arabia,SA,Dhahran,26.28864,50.11396,20,18,2,12,10,2,12,8,8,0
4777,30,1956,15:00,"Dhahran, Saudi Arabia",Military - U.S. Air Force,350,Agartala - Dhaka,Lockheed C-121C Super Constellation,0,Crashed and burned while attempting to land in heavy fog.,December,Saudi Arabia,SA,Dhahran,26.28864,50.11396,41,29,12,15,11,4,15,26,18,8
4778,17,1964,19:32,"Dhahran, Saudi Arabia",Middle East Airlines,444,Agartala - Dhaka,Sud Aviation Caravelle 3,0,"Crashed into the sea, 4 nm off shore while on approach to Dhahran Airport.",April,Saudi Arabia,SA,Dhahran,26.28864,50.11396,49,42,7,49,42,7,49,0,0,0
4780,04,1987,14:34,"Detroit, Michigan",Northwest Airlink,2268,Cleveland - Detroit,CASA 212 Aviocar 200,0,"While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetric power condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment.",March,Michigan,US,Detroit,42.33143,-83.04575,22,20,2,9,7,2,9,13,13,0
4781,22,1991,21:15,"Detroit, Michigan",Jetstream Inc.,2268,Detroit - Chicago,Learjet 23,0,"The plane, on a positioning flight,  remained low after lifting off went into a nose high attitude, hit trees and crashed about 200 feet beyond the runway. Improper preflight by the pilot, his failure to abort the takeoff while there was sufficient runway remaining and his failure to assure that the aircraft attained sufficient airspeed for lift-off and climb. Factors related to the accident were: the pilot's failure to assure the aircraft was within its maximum weight limitation, his improper use of the parking brake, and insufficient information in the pilot operating handbook concerning the aircraft parking brake. (The brake was not released.)",July,Michigan,US,Detroit,42.33143,-83.04575,3,1,2,3,1,2,3,0,0,0
4782,11,1983,02:50,"Detroit, Michigan",United Air Lines,2885,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off.",January,Michigan,US,Detroit,42.33143,-83.04575,3,0,3,3,0,3,3,0,0,0
4783,15,1964,02:50,"Detroit, Michigan",Commercial Air Taxi,2885,Detroit - Akron,Piper Aero Commander 560E,0,Disapperared en route. Missing aircraft not recovered. Probable cause undetermined,February,Michigan,US,Detroit,42.33143,-83.04575,4,3,1,4,3,1,4,0,0,0
4784,30,1964,02:14,"Detroit, Michigan",Zantop Air Transport,2885,Cleveland - Detroit - Denver,Curtis C-46A,0,The cargo plane veered off course and struck trees while attempting to land.  Loss of control during night instrument approach in adverse weather for undetermined reasons.,December,Michigan,US,Detroit,42.33143,-83.04575,4,2,2,4,2,2,4,0,0,0
4785,15,1972,11:46,"Detroit, Michigan",Zantop Airways,2885,"Detroit, MI - Lexington, KY",Learjet 23,1,The positioning flight failed to climb after takeoff and crashed into a fuel storage tank.,December,Michigan,US,Detroit,42.33143,-83.04575,2,0,2,2,0,2,3,0,0,0
4786,19,1955,16:25,"Des Moines, Iowa",United Air Lines,329,Newark - Des Moines - Lincoln,Convair CV-340,0,Almost complete loss of elevator control and severe vibration was experienced shortly after taking off from Des Moines. The plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. The captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up  landing in a corn field.  A series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.,January,Iowa,US,Des Moines,41.60054,-93.60911,39,36,3,0,0,0,0,39,36,3
4787,10,1968,18:45,"Derry, Pennsylvania",Augusta Aviaiton - Air Taxi,329,Newark - Des Moines - Lincoln,Piper PA-23,0,Collision with side of mountian. Improper IFR operation. Pilot did not follow published ADF approach. Premature descent.,October,Pennsylvania,US,Derry,42.88064,-71.32729,3,2,1,2,1,1,2,1,1,0
4788,03,1969,17:22,"Denver, Colorado",Metro Commuter - Air Taxi,329,"Rawling, WY - Denver, CO",Beechcraft 65-B80,0,Crash landed off of airport. Engine failure. Improper operation of powerplant controls. Pilot accepted weather below MDA for approach.,October,Colorado,US,Denver,39.73915,-104.9847,5,3,2,5,3,2,5,0,0,0
4789,15,1987,14:15,"Denver, Colorado",Continental Airlines,1713,"Denver, CO - Boise, ID",McDonnell Douglas DC-9-14,0,"Crashed while taking off in a snowstorm. Failure to obtain taxi clearance, confused the ground controller when the plane reached the runway. The plane was not cleared to take off until 27 minutes after de-icing. During takeoff, the first officer overrotated and with the icing, the plane stalled, crashed, and overturned. Both captain and first officer were inexperienced in their respective jobs.",November,Colorado,US,Denver,39.73915,-104.9847,82,77,5,28,25,3,28,54,52,2
4790,11,1961,11:36,"Denver, Colorado",United Air Lines,859,Omaha - Denver,McDonnell Douglas DC-8-12,1,"Following takeoff from Omaha, hydraulic difficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydraulic emergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydraulic emergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulic system. The driver of the maintenance truck was killed.",July,Colorado,US,Denver,39.73915,-104.9847,122,115,7,17,17,0,18,105,98,7
4791,27,1990,19:47,"Denver, Colorado",Federal Express,859,Aspen - Denver,Cessna 208A Caravan I Cargomaster,0,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor.",February,Colorado,US,Denver,39.73915,-104.9847,1,0,1,1,0,1,1,0,0,0
4792,14,1947,04:20,"Denver, Colorado",Slick Airways,859,"Omaha, NE - Denver, CO",Curtiss C-46E,0,Cargo flight. The momentary loss of control or overcontrol by the pilot at a critically low altitude in the final stages of an ILS approach. A contributing factor was the failure of the safety pilot to remain alert to the altitude of the aircraft.,February,Colorado,US,Denver,39.73915,-104.9847,2,0,2,2,0,2,2,0,0,0
4793,21,1967,16:00,"Denver, Colorado",Frontier Airlines,859,"Denver, CO - Scottsbluff, NE",Douglas C-47A,0,The cargo plane crashed on takeoff. The failure of the crew to perform a pre-takeoff control check resulting in takeoff with the elevators immobilized by a control batten.,December,Colorado,US,Denver,39.73915,-104.9847,2,0,2,2,0,2,2,0,0,0
4794,04,1951,07:25,"Denver, Colorado",United Air Lines,859,Training,Douglas DC-3A,0,"Stalled, entered a spin and crashed. An inadvertent spin at an altitude too low for recovery.",December,Colorado,US,Denver,39.73915,-104.9847,3,0,3,3,0,3,3,0,0,0
4795,07,1975,16:11,"Denver, Colorado",Continental Airlines,426,Denver - Wichita,Boeing B-727-224,0,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight.",August,Colorado,US,Denver,39.73915,-104.9847,131,124,7,0,0,0,0,131,124,7
4796,29,1936,16:11,"Denton, Texas",American Airlines,426,"Chicago, IL - Oklahoma City, OK",Vultee V-1,0,Crashed into a clump of trees while attempting a landing in a snowstorm.,January,Texas,US,Dent,39.18589,-84.65134,6,5,1,1,0,1,1,5,5,0
4797,22,1940,16:11,"Denpasar, Indonesia",KNILM,426,"Chicago, IL - Oklahoma City, OK",Lockheed 14 Super Electra,0,Crashed into the sea shortly after take-off. Cause unknown,January,Indonesia,ID,Denpasar,-8.65,115.21667,9,5,4,8,5,3,8,1,0,1
4798,13,2013,15:35,"Denpasar, Indonesia",Lion Air,904,Bandung - Denpasar,Boeing B-737-8GP,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",April,Indonesia,ID,Denpasar,-8.65,115.21667,108,101,7,0,0,0,0,108,101,7
4799,15,1966,15:35,"Delhi, India",Indian Airlines,904,Calcutta - Delhi,Sud Aviation SE-210 Caravelle VIN,0,Undershot the runway and struck a concrete obstruction in poor weather conditions. Lack of information supplied to the pilot regarding the true conditions of surface visibility which was below the minimum prescribed for a night landing.  Lack of proper monitoring and possibly incorrect setting of altimeters during the approach to land. The use of landing lights which resulted in glare during the final stages of the approach in foggy conditions,February,India,IN,Indi,17.17735,75.9526,80,73,7,2,2,0,2,78,71,7
4800,22,2015,0940,"Delhi, India",Border Security Force,904,Delhi - Ranchi,Beechcraft B200 Super King Air,0,"Shortly after taking off, the pilot indicated they wanted to return to the airport. Soon after, the aircraft impacted terrain near Delhi Indira Gandhi Airport.",December,India,IN,Indi,17.17735,75.9526,10,9,1,10,9,1,10,0,0,0
4801,05,1970,0940,"Delhi, India",Jamair,904,Delhi - Ranchi,Douglas DC-3,0,"The No. 2 engine failed on takeoff due to fuel starvation. The plane made a right turn, lost control and crashed.",December,India,IN,Indi,17.17735,75.9526,16,12,4,5,2,3,5,11,10,1
4802,30,1952,0940,"Delhi,  India",Deccan Airways,904,Madras - Delhi,Douglas DC-3,0,Lost an engine while on approach and crashed. Fuel starvation caused when the plane banked to make a turn and the tank being used had very little fuel in it.,April,India,IN,Indi,17.17735,75.9526,9,5,4,9,5,4,9,0,0,0
4803,11,1947,09:39,"Delaware Bay, New Jersey",Trans Continental and Western Air,904,Training,Lockheed L-049 Constellation,0,"Went into a turn and lost control, spiraled into the ground. Loss of control of the aircraft for reasons undetermined.",May,New Jersey,US,Delaware,40.29867,-83.06797,4,0,4,4,0,4,4,0,0,0
4804,19,2003,17:10,"Del Rio, Texas",Ameristar Jet Charter,982,El Paso - Del Rio,Learjet 25B,0,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing.",September,Texas,US,Del Rio,29.36273,-100.89676,2,0,2,1,0,1,1,1,0,1
4805,15,1982,18:40,"Defiance, Ohio",Air Taxi - Custom Air Transport Inc.,982,"Columbus, OH - Difiance, OH",Cessna T210,0,The aircraft crashed during a non-precision approach in weather that was below minimums for that type of approach. Minimum descent altitude not maintained by pilot in command.,December,Ohio,US,Defiance,41.28449,-84.35578,2,1,1,2,1,1,2,0,0,0
4807,24,1951,04:28,"Decoto, California",United Air Lines,615,Boston - Hartford - Cleveland - Chicago - Oakland,Douglas DC-6B,0,"Cleared for an approach to Oakland Municipal Airport, the aircraft crashed 15 miles SSE of the airport into Tolman peak. Patches of fog obscured the terrain. The aircraft struck a hill at an elevation of about 1,000 ft. at 225 to 240 mph. Neither of its 2 low-frequency receivers were tuned to the Oakland station and the captain may have attempted to fly by visual reference using the ADF.  As a result, the flight was 3 miles off course and well below the minimum prescribed altitude. The failure of the captain to adhere to instrument procedures in the Newark area during an approach to the Oakland Municipal  Airport.",August,California,US,California,38.3004,-76.50745,50,44,6,50,44,6,50,0,0,0
4808,03,2001,13:38,"Decatur Island, Washington",Aeronautical Services - Air Taxi,615,"Decatur Island, WAAnacortez, WA",Cessna 172N,0,"Witnesses to the accident reported that shortly after departing from the northbound turf runway the pilot initiated a 360-degree turn to the right (east). Shortly before completing the turn, the aircraft banked sharply to the left, pitched down, and collided with trees in a nose-low attitude. The pilot's failure to maintain airspeed during a low altitude turn, resulting in a stall. The pilot exceeding the aircraft's maximum gross takeoff weight was a factor.",October,Washington,US,Decatur,34.60593,-86.98334,3,2,1,3,2,1,3,0,0,0
4809,10,1938,13:38,"Debrecen, Hungary",Magyar Legiforagalmi,615,"Decatur Island, WAAnacortez, WA",Ford Tri-motor F-VIII,0,Crashed during a thunderstorm. The plane was carrying Hungarian journalists.,August,Hungary,HU,Debrecen,47.53167,21.62444,12,10,2,12,10,2,12,0,0,0
4810,12,1928,13:38,"Dearborn, Minnesota",Ford Air Freight Inc.,615,Dearborn - Buffalo,Ford 4,0,The cargo plane crashed on itâ€™s inaugural flight. The pilot tried to become airborne without sufficient speed.,May,Minnesota,US,Dearborn,42.32226,-83.17631,2,0,2,2,0,2,2,0,0,0
4815,10,1937,04:40,"Daytona Beach, Florida",Eastern Air Lines,7,Chicago - Daytona,Douglas DC-2,0,The plane struck a power pole while taking off from Daytona and crashed to the ground 600 feet from the first point of impact. The absence of reasonable notice to those operating and navigating the aircraft that an object had been erected which constituted a hazard to the aircraft taking off.,August,Florida,US,Daytona Beach,29.21081,-81.02283,9,7,2,4,2,2,4,5,5,0
4816,12,1989,04:45,"Dayton, Ohio",Bradley Air Services,7,"Dayton, OH - Montreal, Canada",Hawker Siddeley  Avro 748-215,0,"After gaining altitude the cargo plane descended until it impacted trees. Improper IFR procedure by the first officer during takeoff, his lack of instrument scan, his failure to maintain a positive rate of climb or to identify the resultant descent, and the captain's inadequate supervision of the flight. Contributing factors were: dark night, low ceiling, drizzle, the first officer's lack of total experience in the type of operation, and possible spatial disorientation of the first officer.",January,Ohio,US,Dayton,39.11284,-84.47272,2,0,2,2,0,2,2,0,0,0
4817,20,1991,18:14,"Davis, California",Air Taxi - Airis Helicopters Inc.,7,"San Francisco, CA - Sacramento, CA",Bell 206B,0,The helicopter impacted the ground 8 nm from it's destination airport in fog and low visibility. The decision of the pilot to continue night low level flight in forecasted adverse weather conditions. Contributing to the accident was the foggy weather and dark night conditions which restricted the pilot's visual outlook.,November,California,US,California,38.3004,-76.50745,3,2,1,3,2,1,3,0,0,0
4819,19,1973,17:04,"Davenport, Iowa",Air Iowa,960,Goose Bay - Davis Inlet,Beech E18S,0,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.,April,Iowa,US,Davenport,41.52364,-90.57764,6,5,1,6,5,1,6,0,0,0
4820,14,1977,14:15,"Davenport, Indiana",Straley Flying Service - Air Taxi,960,"Davenport, IA - Davenport, IA",Piper PA-34,0,Crashed while in holding pattern to land. Icing of vertical stabilizer. Aircraft not equipped to fly in icing conditions.,December,Indiana,US,Davenport,41.52364,-90.57764,2,1,1,2,1,1,2,0,0,0
4821,23,1948,14:15,"Davao, Philippines",Commercial Airways,960,"Davenport, IA - Davenport, IA",Douglas DC-3,0,Crashed  5 minutes after taking off from Mati.,February,Philippines,PH,Davao,7.07306,125.61278,12,9,3,12,9,3,12,0,0,0
4822,07,1938,14:15,"Datia, India",Air France,960,"Hanoi, Vietnam - Paris, France",Potez 621,0,Crashed and burst into flames shortly after taking off from Dum Dum.,March,India,IN,Indi,17.17735,75.9526,7,3,4,7,3,4,7,0,0,0
4823,12,1938,14:15,"Darwin, Australia",Qantas,960,"Hanoi, Vietnam - Paris, France",Short S23 â€˜Câ€™ Class flying boat,0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qanta,December,Australia,AU,Darwin,-12.46113,130.84185,13,3,4,13,3,4,13,0,0,0
4824,05,1980,14:15,"Dar es Salaam, Tanzania",Tanzania Aviation,960,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,0,The aircraft broke-up in flight in bad weather.,December,Tanzania,TZ,Dar es Salaam,-6.82349,39.26951,10,9,1,10,9,1,10,0,0,0
4827,22,1952,0815,"Damascus, Syria",Syrian Air,193,Training,Douglas DC-3,0,Summary unavailable.,December,Syria,SY,Damascus,33.5102,36.29128,23,20,3,9,20,3,9,14,0,0
4828,30,1972,06:24,"Dallas/Ft. Worth, Texas",Delta Air Lines,9570,Training,McDonnell Douglas DC-9-14,0,"While practicing touch and go landing the aircraft crashed after getting caught in the wake turbulence of a DC-10. An encounter with a trailing vortex generated by a preceding ""heavy"" jet which resulted in an involuntary loss of control of the airplane during final approach. Although cautioned to expect turbulence the crew did not have sufficient information to evaluate accurately the hazard or the possible location of the vortex. Existing FAA procedures for controlling VFR flight did not provide the same protection from a vortex encounter as was provided to flights being given radar vectors in either IFR or VFR conditions.",May,Texas,US,Dallas,33.92371,-84.84077,4,0,4,4,0,4,4,0,0,0
4829,29,1949,05:49,"Dallas, Texas",American Airlines,157,New York City - Mexico City,Douglas DC-6,0,"During a pull-up for a go-around, after attemping a landing approach with the No. 1 engine feathered,  the No. 4 engine lost power then came on with a surge. The flight engineer feathered the No. 4 engine without instructions from the captain. The aircraft stalled, then collided with wires and a building.  Crew's improper handling of the aircraft after an engine failed.",November,Texas,US,Dallas,33.92371,-84.84077,46,41,5,28,26,2,28,18,15,3
4830,31,1988,09:01,"Dallas, Texas",Delta Air Lines,1141,"Dallas/Fort Worth, TX - Salt Lake City, UT",Boeing B-727-232 Adv,0,"The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system.",August,Texas,US,Dallas,33.92371,-84.84077,108,101,7,14,12,2,14,94,89,5
4834,10,1968,15:23,"Dahlonega, Georgia",Canair Corp. - Air Taxi,1141,Khartoum - Juba - El Obeid,Cessna 182,0,Flew into mountain upslope in rain and fog. Continued VFR flight into adverse weather conditions.,April,Georgia,US,Dahlonega,34.53259,-83.98491,4,3,1,4,3,1,4,0,0,0
4836,25,1957,03:37,"Daggett, California",Western Airlines,39,Minneapolis -- Salt Lake - Cedar City - Las Vegas- LA,Convair CV-240,0,"The plane landed safely after a dynamite bomb exploded in the rear lavatory. A passenger, Saul F. Binstock, 62, a retired North Hollywood jeweler, intent on suicide, detonated a bomb in the rear lavoratory blowing a 6 x 7 ft. hole in the fuselage. Binstock had purchased two insurance policies totaling $125,000 and then flew from Burbank to Las Vegas, where airport personnel at McCarran Field reported he never left the airport terminal. He then boarded the Western Airlines flight bound for Los Angeles and locked himself in the rear lavatory shortly after takeoff. Binstockâ€™s body, missing several fingers on the left hand, was found the next day on a rugged peak in the Ord Mountains south of Daggett.",July,California,US,California,38.3004,-76.50745,16,13,3,1,1,0,1,15,12,3
4840,08,1954,15:00Z,"Da Nang, Vietnam",Soc. de Tr. AÃ©riens d'ExtrÃªme Orient,601,Tourane - Saigon,Douglas C-47-DL,0,Crashed en route.,June,Vietnam,VN,Da Nang,16.06778,108.22083,4,2,2,4,2,2,4,0,0,0
4842,16,1958,15:00Z,"Curitiba, Brazil",Cruzeiro,601,Florianopolis - Curitiba,Convair CV-440-59,0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.,June,Brazil,BR,Curitiba,-25.42778,-49.27306,26,21,5,21,16,5,21,5,5,0
4843,26,2002,11:20,"Curitiba, Brazil",Military - Brazilian Air Force,601,Sao Paulo - Porto Alegre,Embraer-110 C-95B Bandeirante,0,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.,December,Brazil,BR,Curitiba,-25.42778,-49.27306,16,13,3,3,2,1,3,13,11,2
4844,05,1984,11:20,"Cumberland, Maryland",Air Taxi,601,Sao Paulo - Porto Alegre,Piper PA-31,0,Approximately 16 minutes prior to the accident the pilot was cleared for the localizer DME approach. The aircraft collided with the mountainous terrain on a heading of about 220 degrees at approx 8.5 DME on a bearing of 051 degrees from the airport. IFR procedure not followed. Proper altitude not maintained. Physical imparement of the pilot with carbon monoxide.,March,Maryland,US,Cumberland,39.77615,-85.9572,3,2,1,3,2,1,3,0,0,0
4845,23,1982,22:40,"Cullman, Alabama",Air Taxi -Central American International,601,"Cullman, AL - Louisville, KY",Beechcraft 95-B55,0,"After takeoff from Runway 1, the aircraft was observed to climb in a steep attitude into the clouds. The aircraft crashed in a near vertical attitude about 3/4 mi from the runway on a bearing of 050 degrees. Reason for occurrence undetermined.",November,Alabama,US,Cullman,34.17482,-86.84361,2,1,1,2,1,1,2,0,0,0
4849,24,2006,11:00,"Cuenca, Ecuador",ATESA,601,Cuenca - Macas,Cessna 208B Grand Caravan,0,The plane lost altitude shortly after taking off and crashed into a building.,March,Ecuador,EC,Cuenca,-2.90055,-79.00453,14,12,2,5,5,0,5,9,7,2
4850,17,1946,11:00,"Cuenca, Ecuador",ANDESA,601,Guayaquil - Cuenca,Curtiss C-46D-10-CU,0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.,July,Ecuador,EC,Cuenca,-2.90055,-79.00453,30,27,3,30,27,3,30,0,0,0
4851,29,1977,11:00,"Cuenca, Ecuador",Servicios Aereos Nacionales,601,Guayaquil - Cuenca,Vickers Viscount 764 D,0,Crashed into a hill while descending for a landing. Flying under VFR in IFR conditions.,December,Ecuador,EC,Cuenca,-2.90055,-79.00453,24,20,4,24,20,4,24,0,0,0
4854,22,1992,06:05,"Cruzeiro do Sul, Brazil",VASP,601,Rio Branc - Cruzeiro do Sul,Boeing 737-2A1C,0,The cargo plane crashed while on approach after the crew was distracted by a intermittent compartment warning.,June,Brazil,BR,Cruz,-2.9211,-40.17589,3,1,2,3,1,2,3,0,0,0
